islandAmount,islandSize,migrationSize,crossoverRate,seed,epochAmount,fitnessMax,genotypeBest
34,16,2,0.532540,6032770276318097424;-232876576109682859;834652131014507463;8101146016806997010;-4187144588000393702;-3537284561945044050;-5029034381280070543;-3257436016533918163;7395393092382049508;-2027613455796214180;1065702473019736317;7044751689539347510;-8429342656065709886;4088578629913641352;3813243782931278321;2884415987958658264;-6635352280855726195;-220808850167169405;2903772462132499865;-7992941439431375835;1624788661929741603;-6210955410259313092;7278780782219213955;-1071013193228887025;6069381677720696804;6989000611090153932;-6639879410920657405;5740147133735126256;-7759330610126957258;4251578949253401323,19;19;19;18;18;18;18;18;18;18;18;18;19;19;18;19;19;19;18;18;19;18;18;19;19;18;18;19;19;19,9.451187426759903;9.555754877274843;9.329572951351432;9.024673580469788;9.446536736346467;9.5644500721222;8.71630188523535;9.297739599941696;9.296685171384315;9.579894009687337;9.212679091598352;9.201092563789027;9.349156500751509;9.555568349005249;9.662165660310503;9.48954320433709;9.606799140470102;9.472759402041076;9.538823868723597;9.521343110345407;9.326686747866242;9.383832351650872;9.189332671477294;9.43836510050981;9.38277691042473;9.413022159459555;8.959238192399019;9.638422145568798;9.02031154908968;8.983927150718822,1.842577953808592;-0.8213644237800488;-1.9471296358498746;0.8335489538078763;0.2747546797702704;2.219011591307571;-4.676179625148568;2.369188080810744;4.957615859126444;3.2507786363441085|4.804671235707752;1.526236705347175;-0.34947575804754993;-4.774202813471636;-2.3459800460510247;-0.9902121903253628;1.483918355778095;-2.026857352891327;-3.446872673512581;2.5013990811741524|4.7862529492169;-1.2774965505587752;-0.831184979695167;-2.586327196765733;-2.5017765907497505;-0.5508600442802234;4.503700199654515;-1.300512132565924;3.8270847345224412;2.372641319214548|0.5188251571108328;-0.782843076975525;0.9098560149171175;1.0223943786373024;-3.331526818698428;3.2454760363924806;0.2172648356824849;-4.109254960698559;-0.5022686728908549;3.621382858364564|2.987982205959797;-2.3729072257648527;-1.1977338645413294;-4.686671656650151;0.5327701319506907;3.2135031496055264;-3.0197974127158473;1.8050881757265522;-0.31777290073180786;2.9409468131056875|-2.667146264248022;-0.19605389447158922;-3.1350775512071842;1.7440382976177697;4.215842452083723;-1.6705524959926474;4.533159325947638;-4.005037025162985;-4.4479295676745645;-4.3773645882642285|0.1991458658310193;1.4416079479022128;1.3803420627723741;3.4198372375288;2.640945691613717;3.377449554679048;0.3255435137186735;1.9528476413739067;-3.7035845159494083;1.9510103342538163|-2.5361985826059827;-2.1002704419217633;-0.82721083718749;2.434142993139647;3.686152856609791;-2.894522981261448;-4.430950188442859;-4.478541586002875;3.8673939319455872;-0.3758510824136547|4.065571978148121;4.080625549556442;4.4041840930349;-1.7801887995377883;2.772156220328428;2.4453956346730608;-2.3708979935187577;-1.9839000697606306;0.8101062103753821;3.423407888488389|-1.425822038262037;-2.05536188154889;4.592739768438743;-4.335843732344345;2.775896177987045;1.062323376427257;-1.824553034885552;4.145624994796452;4.58085355817239;0.10249467315771049|1.7038133115756826;3.0113471746889404;-2.939369231157172;1.3764232209261322;-1.4532349072889623;4.414386287067527;-0.9978309732354544;-2.0425700131281523;-3.4631087503325366;-4.735671633138537|2.2562645094451574;1.4453748761031926;-4.336312159318596;-1.8167995613518444;-0.31645340517145604;2.038111650591183;-2.9746385876706083;-3.253399438552638;-3.410715428300372;-1.052487919319166|0.6420409213418312;0.5538233958803799;-0.5537760775759806;-0.6122166638331797;-2.483274823549031;-1.4276395640856399;3.7187821806659307;3.314499692768926;2.282812804652969;2.46219454835002|3.254219425710206;-1.219979575648316;-4.469422303190053;2.5712252209622903;-4.195504031360567;0.49402056884985845;3.138734790354811;-1.5087837351956994;-1.2508905492573796;0.4010078607046604|-0.6871226845703216;3.9262714471879616;-3.409657969094863;-3.6614522842421704;-3.1675607296170427;-3.0748803711800345;4.046757683804541;4.908454532561298;2.180690543066923;0.935861741591651|-0.5160973129216222;-1.5444654321620332;3.7766384568422926;1.409374122868928;-4.405935707066682;-2.332594366325969;-4.619741124553076;3.4194224740202572;-4.700940558325478;-0.5280521246885879|3.825443622960061;1.910869122689015;-3.418623770112267;3.551614190647057;-1.7674240442162985;-1.7799489857708497;0.7627373134140513;-3.6927347572159377;-0.3554138308505263;-2.455831674009333|3.261858401609576;-3.1518710188110735;3.5782288535362747;2.490091855241125;-2.6233048671907273;2.249548037855473;-0.6137412958676826;-1.8444638096642756;4.4334835792827745;-3.3105110803055227|3.806458987025833;-1.1769651861872226;-2.7334253358620977;-0.6725816680338579;2.0870064146303497;2.168780119311116;1.1471122764558555;-3.0182987563224923;1.3136061955212748;1.6410759707901204|-0.9612989545865834;2.780471958973795;0.26853649832730553;4.86391469474621;-4.9272531887160556;-4.443106796897806;-1.0820540068229987;3.740044929507216;-1.894950897807388;3.142064653534904|2.372181903268706;-2.220374969437089;-2.5079783594520726;-0.9010057487577375;-2.166964843315148;-4.87657630779585;1.461584455896072;0.3484110974025457;-1.7441742855966789;2.2471489441489068|3.285341243658576;1.2188086073493236;2.6690260415725824;2.46843317437294;-0.3541655211935169;-0.7049141477937948;-1.8721486690767843;0.6829777972308482;2.6592307446060843;3.2712143134364444|-2.9771560104839017;-0.4276605042012573;4.619378093227736;0.788696658549655;1.772442357568636;1.6826650690528906;4.558969374194678;-1.1421232207765661;2.8676589595635855;3.524255103504862|3.1641617535277526;1.9399368314992829;1.0258874790350483;3.064707180737484;-4.34589431863896;0.17890893502800123;-1.2522015768443755;-2.267926439989519;0.8702999197639448;-4.244741071005248|-3.1426619210519364;2.4915663609929855;3.080552973953142;3.4599181615489547;-0.8061808236036446;1.087896791640153;4.087753283129764;-1.6329127547390505;3.721594194633445;-3.298469047572852|-2.4255650259124333;-4.891859591142789;1.789222784063124;-1.8564945021320984;-0.8234299356348587;-0.9334093617340005;-3.173461533630236;3.273913004568923;4.993676043747499;2.0085851249430546|-2.347261365501843;4.245541580370481;2.8070729918706103;-3.4693251028015104;-2.1077917993228263;2.1609805513668565;1.0792106211327768;-4.890955567320344;2.6069526367926197;-0.26460197145095665|2.1649991942278204;2.1797981685146146;1.4630684512358625;-0.08719199263577189;-1.1619928158752946;-4.287127454638045;-2.280954282101106;3.066124243737576;0.7342132824369038;-4.479829257576737|-2.5110049089514885;0.41363035545536536;1.5851409708288386;3.458228070012103;1.3961477353089775;-0.2504717320871731;0.9105581481036987;3.487689642096587;4.376317625658068;-2.6363074354227094|1.7143842758277354;-3.5493316932596697;-3.459612361721327;0.08572857336449233;-1.7030298709279363;-1.254562966211257;0.9443261275740182;3.9719845551012205;2.7607209328107856;4.839509634941051
2,14,0,0.951737,-5074903630172574468;-9137021250328633997;-4256324682903529148;-4410890519361235878;-2522725730017146116;-2833470120231164092;2389777101934566156;-1280088798429884454;1408828512954908049;-9115619181079979539;35733761399125525;1750145413001516235;-7260116803467388159;2113915216792470997;2397619719939005519;-3686426447368294322;-8585300109951762045;-2592962974316624267;4465805502532342491;-1430172589579233324;7992570418192900548;5639860861215363290;-6905693608489278320;3642055185999028135;3009361918963931494;919553246103130663;-2345547558178069383;-2943495074577661598;-4861425937313407620;7894844395715223057,561;562;553;563;565;562;572;570;566;560;568;568;556;567;560;568;559;569;568;566;563;564;562;566;561;549;568;567;569;572,4.8744762667681005;4.6327688917504615;6.927796755160185;6.541991463144765;5.125829907727955;3.1732454421971212;5.224982990265252;7.517357717578463;9.128742135038351;3.484442168376151;9.033715658667681;6.450113151279019;7.258243064041042;6.950000461980004;8.907085862045447;9.143224864760995;9.632334589826216;8.943884434261443;9.186839477213683;9.14147437816023;7.447214400862427;7.349149008827476;6.972104819679789;9.127689821741304;9.697404237581488;6.08418333577121;9.139472563359488;8.768888541375127;4.460184313977527;5.854064787500053,-3.062504806810675;-1.9843549730163248;4.977045216500296;-1.454140583084007;0.8396743294520596;2.2157245748370014;4.256070132891939;1.6937299830658155;2.1913604945524123;-0.8166275899172949|-1.8926961031707519;-1.1008437800963724;3.348771584259791;-3.366744474682596;-4.7039926450120335;-3.8910862463733933;2.227228288790084;2.1109951951242802;-1.0718393221182327;0.7633048094896622|-4.4741216531118155;0.143306553474241;-4.232503232520491;-4.762189281807524;4.084660671484201;-3.356211520449298;-1.347056556946926;2.8958633659829505;3.238378258496176;0.29561497156072913|-1.8601348226187733;1.5606490190762154;-0.6926624128148768;-2.135494800356733;-3.589701492496731;-1.57648824670049;-3.490649343880089;-1.42146243295826;-4.829692025295614;2.6499423980947463|4.816991250135394;-3.902233563864952;3.533373722885865;4.628578631794986;1.5672088010887664;0.3761249023688684;0.5137393453989003;4.058335118140022;0.9850903424544806;-4.98566566949309|3.51690680988923;0.35882127587844276;3.78073005008629;3.954251062848824;-4.634156689268138;4.703927481871704;2.4997782624340545;-4.835029451369943;-2.9154262436561784;-1.9795725485056994|2.43588991802826;2.6804942899231183;1.3153715752076294;-0.7241254812492929;3.499653575242719;3.339366518516419;-0.5867354585261573;-4.859132873116488;-3.9086378818877248;2.1383629474354846|3.2966460885610407;1.5836952365551904;-4.860444266423123;1.185329067369293;-1.8393801251183464;-4.133688046465771;-0.1595604421688138;4.642791117469347;-1.6413302458849879;0.9357441709471888|-0.8207596518973453;-3.891030166669785;2.476886004096097;4.693758112914904;2.59754250703712;-1.7462037511759338;0.09776255291939506;0.3985357779118092;4.634168114027995;0.7681352832626636|-4.649078548848299;-1.7364841835011198;-3.8511816337347637;-3.8575713235966673;-4.600666313103416;0.21657881970920567;-4.1663591634563275;3.3246801830936605;-1.2800158689083456;-4.139396107252111|-1.889286637755712;4.824552418495965;-4.3592381655605;2.4627758546997227;-4.233215830272246;-4.805403077255072;-4.63695214694838;2.5991335353081246;-4.7118938083184245;3.9453727865460424|-2.4118847399279484;0.37108223406788476;2.9163518081614717;-4.8331070338699895;3.5511292022729903;-1.8497939649871817;-0.6733437314896785;1.3845800017556276;2.025401945448168;-0.5013365027842391|1.8560296610041247;-2.017325157629607;-2.174748435281779;-2.0826953781241357;-3.7967218968838345;2.7573530321375737;-1.906423030576709;-0.1919740652665761;3.587713160156353;-3.6596369339844523|-3.359737617389332;-2.595468479077421;3.126825229337187;4.214992087250436;-2.9146217953567235;-1.6694548639947449;4.473881972682076;-0.2684369332060132;4.448157379534055;0.6527967058282172|1.19717761061535;-4.330295836131125;2.4231055864363436;-4.537748315013991;2.290198982451545;-2.5919575438612985;-4.645935033770404;-0.0033643235285112922;-4.012939185318953;3.7429725529261284|3.8206771836152003;-1.414139300155513;-0.5739737882831536;4.212235417479557;-0.5380717997322454;-2.3182025048961563;-3.263180482469852;2.689763316287142;2.450919620411236;-1.6580377305356018|3.629686166603552;-3.2173706342384443;-1.1263052290680866;3.4576038881136197;0.4456305950359936;3.44743612877465;3.144538721110653;2.442972266652611;2.6829298396715635;-3.6813535627135474|2.243473499712434;1.1310443205893543;0.5219189911879851;-2.339364197346015;-3.141919280526344;3.953191083798494;0.7431567465587952;-0.6616755849650553;-2.425947941920676;0.15668384675726052|-2.008045704603357;-1.098511536506007;-4.910337816960109;1.8682735011182534;-1.4374002733017963;1.8266284778211326;0.8305508512573447;-1.807149228322359;-1.5465819558890381;-4.585358496200014|-3.8512834170170813;3.6406457330223883;-1.3785939468194075;1.928962683669431;0.35862032160027124;2.9546088891726994;-1.1673795897996138;-4.474466606905225;-3.9094017166522144;-2.702811767433434|-4.665644498797799;-1.063420458239758;-3.968011150904447;-0.8746297319459335;-1.8533586236779236;-1.2044696990806785;-0.2310613054755087;4.33035951138767;2.4203320963128565;0.13200063063878803|2.4173730128524022;-0.3057132428429276;2.1058748912030194;0.04467953476125711;3.047819000751365;-4.163615270482225;1.7096557112253674;-2.6053106384411824;-0.6653638114372236;-4.432021828076633|3.7084750911364988;3.091780421211979;1.5746753286751694;1.5757460794922353;1.6060843280919834;4.580961240807352;-4.198709008914759;0.6207535748202051;3.140584399503509;-4.357054837484629|3.2398415235359677;-4.390725327682413;-4.02340862727038;-2.851213105439868;2.4866199881950757;3.667633529299347;-3.4491806759468213;3.3760254634834466;-4.774792639416408;0.9246387349870182|0.604495033457629;3.5733472983667234;0.13992373499791735;-2.6609259167410753;1.791017730883555;2.181236687895787;2.551275507757186;1.5626861427330692;0.18621113625045607;3.7130787846935545|-4.091659079912603;-3.2651649256655384;2.3934648709856203;2.9034829072107105;4.840707224956994;0.025281159662254648;-2.0085873581642693;3.1536975966695167;2.1346978660742786;-0.09436438440270133|-3.7104739917712104;2.8153588590252014;-1.199305580608013;-3.360635657021739;4.31755169343618;1.430647925510883;0.9046275025393135;-3.684004750806917;-3.299085746630572;-0.7764630483694205|4.321712033834452;1.4290905438508548;-2.471504506172359;-1.4516747370248135;-0.6068338105326074;3.1518485373106193;-1.1476543138630102;3.4788284264136835;-2.979593260982729;1.5429006111347867|0.7438797785371957;-0.4350306244819858;-3.2367759549704043;-2.0867351030517085;2.3344678273324897;-4.57957536931087;3.763004139893602;4.430834363524549;4.04674276490613;-3.3435010221883403|4.665578913005997;-1.3305266800312066;0.11234796290825978;0.31049224709159234;3.6172457066233283;-3.676717011337232;4.267914418192696;3.5037126405785135;-2.082816176625936;-1.4632423273032147
44,240,6,0.022825,-9108447399681765573;61384953063451158;-2275560127947494662;-4829589615604644739;-166175902078406505;1618091684756400898;8964179535414237956;1743517900257642042;6113490505789134123;-3087622058581273694;-7767000271238186462;54089350896206580;-3385483001531145060;4552845635559789755;-3344096609034108509;6710637346490945065;-7724253060499875197;5208637496570369576;-6393047099540927991;-8585003204293079122;-1914072801268543251;5653571023259125077;-810715129028461172;-5572115081944417750;-7433687323209622823;6299979584735933380;-3176845497144059243;-2798950206515244648;-9107791205554262338;-1514257191473199732,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6.35768886834904;5.372764481519594;5.414386667802385;5.074279023903744;4.688085407275687;5.051639013067316;4.675036352218685;5.274608542140282;4.780603381061805;5.327387506708082;5.240269678085675;5.166912994785905;5.130060571335923;4.508057973752942;6.264343598006982;5.919234878657517;5.2273295386462495;5.11823762844778;4.852723905724821;5.408135418116381;6.06206124990455;6.160586416528131;5.239153920177706;5.712249227316127;6.105094505396259;5.279095360871189;5.711751408132598;6.136623693319953;6.1677346370888095;4.708111131512801,-4.487307892932238;2.455929292563183;1.7535275276693953;-1.106850395831867;2.2607622146382207;-4.644940545030929;2.557332322407314;2.2053359040817067;-3.5153010181588225;-2.497740750371983|-0.6185505205736742;4.644790432666464;0.24196127064553694;0.6977467018203407;-4.469631332270092;-3.555880005455284;-2.3082878769720323;-4.277349572436148;-1.6444507967342308;-0.3352980288529457|3.17285094646817;-3.863006594632514;2.8184053745124635;0.5352400058144189;-3.9540597126324935;-1.1791269087263503;4.897831733792298;4.133636821707277;-1.9329826296190034;3.7147299363269117|4.8474013501217605;-3.9787855374395624;-3.458516416458656;-0.018083026788117483;-0.3605864888626298;0.789309622468616;4.151934709322641;0.02120522421946835;-0.15625785997001637;-1.3617021756248868|0.10007058349293269;-1.162098932590789;4.3075429916786705;-5.0;-0.4934306790831707;-4.773596175100262;-1.4133429203402723;-1.2918384921139845;-4.372209623292748;-0.5100465470624476|-1.4331971714252474;0.5964663950924299;1.8639538473297397;-1.4495455518539648;-4.280649601652644;-3.924462811660405;-2.8563201484748326;-0.3963342646421686;-1.3904603600276562;4.109671731286014|-0.5956454774557377;-1.5668366177145465;-2.328760637006778;-2.7374919415559638;0.3264065579912622;-3.5068090333756463;-1.3256265867902939;-2.8877095478120536;0.805871422609426;-0.6958135526103908|3.682015711185804;2.698968996611219;-3.5662553834861166;-4.613227461422178;3.7586910609978847;-3.374020185998397;-3.1802667762262846;3.3882007258864744;-4.847674973383176;0.23266939764928035|-4.353601448267863;1.8204381711479545;0.30330917481621333;1.5836019184375185;4.457922652281665;-4.793113784073317;-2.892649469004711;-4.1295327740918335;3.174354378703994;-2.865556586191266|-3.032142279352936;-1.3300090083258451;3.9070067265212804;-2.7027035847533445;-2.2197925457226555;0.1249573024831724;-4.458563013678471;-2.5024337000528663;3.561266752573815;1.928628446947241|-0.08686478105531731;3.9598190075523747;-2.1021206117726994;4.004562393029991;-2.515314360422929;-4.376195199042111;0.1818802458518465;-2.6838888535056267;-0.37120462214912947;0.8866738756193799|3.683873438629759;4.165743011173416;1.464076879132602;-1.8771870842708376;2.7302945166768477;-1.328368640726578;0.2955587072275565;1.171290775417877;-2.180677573402355;1.3847335344444796|1.6637197502562555;3.7470140153431073;-4.529418315624407;3.214202041027481;2.5568763387164477;-4.747612350027776;0.48594985339144925;2.80047672257377;-0.5016580471122628;4.5302852268953515|0.041917085626956736;-3.3008786281271427;-1.9371107203528073;-0.24269063367139226;-3.5607002997933948;-2.4336678638449523;-2.6950691956762753;4.362772676597264;-4.0289472753164475;2.244485917157171|-3.7435244517122372;4.918808375228123;-0.7273440527921136;1.8786045197546266;0.3052283016354236;-2.098405884025804;-2.6064622492780107;3.65823222724645;2.912986218756032;-4.575536897068464|-2.2857140129690428;0.5470213222074947;3.803076493120347;4.158699847711711;0.8695842413377698;-3.7741132977269047;-4.8773073993374005;0.6296884600535532;2.6768421472558694;0.840387664294213|-0.3193082448085477;-2.8255589329401976;0.9443350964538066;1.5525616558527264;2.0012139480262574;4.43899612586891;-4.827061492397051;0.8203992098025801;3.892983068685757;-3.3799623078740546|4.821142548890786;3.4903710357447615;4.71012557881919;3.958571540092096;-2.7844002135361867;-0.4725718322564012;1.2383410744373597;2.8254463535408014;-4.80945633956224;-3.329889916491572|0.015015065326921467;3.781635808574997;-1.7780687386899874;-0.9853754581374033;-0.44903474184544334;-1.247163414816514;4.751506703542813;4.169023034018158;1.1305520670194467;-4.577325741014645|1.8768563679366779;2.7712436086174383;0.32407354198213917;1.7629921371341593;1.7044148190804584;-3.833838253433177;2.772709820087755;2.7153368288804938;0.6453953376949313;2.975443107671233|4.672076422657354;1.7753945358796215;4.726067460274171;-3.83490526168278;-0.36358779409198466;-4.746131357831007;4.835146235247345;-3.0810360872242435;-0.30200921231430566;1.9636116112148667|2.7450457898633447;-0.5350850664907852;1.9735280016884507;-1.9045887499732712;1.3382834569509126;-0.7675307391748079;-4.428133573780324;4.299516551167685;-1.0639284888749456;4.781040779015133|-4.233086540378434;0.5932222173521562;-0.4298913873705105;0.8992269284855309;2.5794947353302042;-4.84879182983304;-2.871866744648353;-3.590690107737476;-1.7146070825000614;3.1844822088473905|-4.909581764139695;-1.9084376259928169;-3.588274577618012;1.8239970343176246;-0.6555239527515987;3.891602658370071;-0.7393764403445712;-3.605058128263275;2.346369553914179;-0.5910665332979699|-1.0012463849660131;3.6330760315671795;-2.2184420878129645;-2.479740828266319;0.29920170028571913;-0.4034752271911291;3.353988935097062;3.7912335070204164;0.7329983011962641;-0.45528872751701727|3.022701180901267;4.016015547481974;-2.9894902690820655;0.5833213894023613;0.9391110371551903;1.0444673566796643;-3.367307706232964;1.23192506596773;3.3062246062155176;2.064363270549952|-1.435003904261396;-2.6735719897854446;1.688929614845753;-2.0856283044932504;1.5888205751246467;-1.3012998229316788;-2.380530509237545;2.9209348836563143;-3.5939820383526806;1.649966165761331|-4.847504857088249;2.9316021884169428;3.654915971559656;1.1257455878144487;-3.6271022524477843;3.3404468651904664;-1.649275798240071;0.2613828293292987;1.6771504537891508;-1.4760569111992754|3.5078527419323557;-2.274955018902872;4.171819085965973;0.15459384382619576;0.8561223456281217;-1.0318537203386986;3.5103023560737774;4.235684091041877;0.09808554821395865;3.6493742485314202|-2.4593079351045635;1.8912439408561703;-1.3614287307343869;-0.8653646582533043;3.134818026130821;3.2680384688196438;-2.7985656318858836;-3.1593380780086147;2.8242702680238807;1.505459986534936
2,1225,15,0.416256,2645754180399150963;3310836334708115370;2530391900100490624;-6010379544637770676;-3014416441701705479;-5304462457731503254;-4217015505702412677;-546022636748216570;5057486987201501016;466627642228110326;-7877563187997116503;4306830134593880095;-3887404288478727767;3277771943962302435;-1710412503150382527;-1628089884886923561;-6199534788317801762;-570576361320230983;-414870723714607990;2646145669902184352;2784239264203208762;4120412937313017973;3851543585024084068;215337240569155233;-8244042198174357547;3671919966790759943;-4869563576623466048;-7195201524409411019;-4088026437387323623;7265817438255418837,1;1;1;2;2;1;1;1;2;1;1;1;2;1;2;1;1;1;2;1;1;1;2;2;1;2;2;1;0;1,9.021125673519112;8.606032007318259;8.137483589277764;7.642164255085197;8.324306920338508;8.07326555634117;9.355177365882554;8.28849754052156;8.14369807064421;8.740623283588832;6.7655652558105555;8.297913183272813;8.03744354543046;8.472416465396002;5.095133612638035;8.87208783871712;8.964089767752416;4.233241235529604;8.79254280143327;8.377914004342887;7.903362821172135;8.1275621766347;7.674307064053752;5.998573930199243;8.822400975799589;7.773652514841114;9.110531764853757;8.720878024158207;8.515653098616253;9.079671858382204,-4.834308056428923;4.543314382646149;-4.135794800637045;-2.992898681707038;0.771476638375679;-0.12439793988912184;0.2817976814844566;1.7970978881947162;-3.2336454347486545;-2.8446387545950262|2.285627213491283;-4.842236223625356;4.292477228746548;0.018817595669117865;-0.2537880008509674;3.4912796298870212;1.8967466091543321;-0.5082413890430215;4.001927255194354;3.520182762513097|4.144377746279323;-3.4753304853320834;-0.4157165164744843;-2.8619701883813904;-3.6652536791739148;-4.433672781869055;-2.1917797023821732;-3.4293214914112546;-2.500003352088959;2.486117946941834|4.719575808842392;-3.860078383225553;2.635456687360866;3.6732956421377287;3.9629762221625473;-0.1696921416341365;4.445129597194832;2.567681919527527;-2.136161820156525;-4.670043759874519|3.672756624979541;-3.143135858177831;0.0451882397201347;-2.78169455407189;0.7974732189316378;-3.081957470902285;4.3642157176806435;-4.043910698547674;-1.8384693335011497;-2.9112445800877875|4.4033404357327655;1.4338289293680109;3.677122560986935;2.1507509586113764;-4.857240846575657;-0.2866888134621445;-4.580989111141025;-1.835768379662679;-3.5811287581599713;-4.565159936981846|4.392554834042478;3.808455135932073;-0.17733164491263756;4.886655070375552;0.18324179552316303;3.0434163076665857;1.8051314118635555;-4.778648364515951;1.5758592431549265;-3.296405078952627|-1.239204636612816;-2.6939918335473676;-1.8252174523256754;0.22299494641082823;-3.7089624558562444;2.20097497518176;2.7782365201955823;2.3416077672348994;3.3331078869805135;-0.06216809626244542|4.175546919891937;-2.4829908132525667;3.030987951999854;-2.6205588682335557;-3.6963448294447763;2.229578654115782;4.574335574129283;0.1760376700500409;1.0291665344475454;-2.70500929236164|-1.9795499071472216;1.9372336474478733;-1.9666391459123134;1.3837537934312942;4.027156470451568;-4.9050710941746765;-4.647653834628086;-2.990996707638912;-0.6707032285793879;-2.698521883216884|-0.6493887847756674;-2.056896737517361;-3.7965715001173153;-1.3558028656424084;4.166996619265126;-0.1673168147917436;-2.867829291669485;0.5538827105477346;3.527533891187038;2.095499865270612|3.64220037208164;3.463098466710437;-0.8910080418797852;-0.5179010584501357;2.5660559482464045;4.28509748423233;-4.99949348408143;2.9426046199548614;-3.418610188141332;-0.33302391002877246|3.5722725331665797;-1.0866091320494766;4.259495305707655;-2.1603854560320452;3.3896398242937487;-3.76607841997293;3.5074674277381046;0.3672084269244607;-0.38179001329899637;-0.4189758524139151|1.7849822116109508;1.2815543223307126;-1.3075199494551561;-2.2459371273939386;-3.5477092716220135;3.9373431953670086;4.952489928854049;0.13647324728908286;2.321688286772657;4.442816924634994|0.6776377221919047;-2.8687256003245465;3.012934691492092;-2.2011373702285626;-4.62423822177699;3.1191998391743976;-3.4287357682307733;-0.34883862777981406;4.9713327144414095;3.9180805360800535|-0.9420130464877097;0.4089490329288323;1.3378501583737255;4.50774594907582;-2.8178475831915266;3.3735930318943996;-2.396342877801392;-2.4542249814497543;-0.6206372204265417;-1.3819318970353351|-0.9470079368774065;2.1098501576880198;3.3409781010863457;-1.417273454738022;-0.14382596258086952;2.449440517986275;2.0723095574831105;0.8246410099878042;2.1212170804255193;-1.4135578497246346|-3.632093574183311;2.023409069233003;1.134122079336969;1.3986360136851506;-4.995521391524354;0.09980824616903435;-1.3788323023397167;-2.377291496561221;-1.9706255276409501;-4.245429234853797|2.6348719401423706;-0.2680596029042819;1.944301403415533;-3.814649472317066;3.17648341579064;-0.12130498231090911;-0.5325845106116861;-1.3218050212380736;4.147860482996921;-2.057793798195053|0.20363503961025617;-4.380026328572179;-2.0178962591296172;-0.08087011457036064;-4.788768340112984;-2.465912867317484;-1.7239222065811959;-1.0705471945238518;4.32805307558086;1.1049560227918416|-2.4588463374615634;-1.699931182580282;4.565955071205217;-3.0230216334128603;4.781519793893088;-2.8462002303843614;2.087793273048117;-2.076979290276155;-2.428744205512203;-1.3295721304739438|-1.7859910282021019;2.3082920498242534;2.4757604292137154;-2.1492464966286082;2.5380523322281148;-0.40715097205806317;-0.12318791558298209;-2.828550791299755;1.0590098759328315;3.260588624428287|-2.964987890733317;-1.6726222416055834;-2.8195981369103076;0.05230299324230399;-4.674727177868755;2.379792324695827;-0.25161129487868406;-2.027447559901949;-0.4946989948249816;2.547062294438766|3.510889476901467;2.583489600065772;2.063953393243053;2.1568919414788588;4.265151245870437;-2.0977154185653886;4.387970724111974;-0.2498749598376035;-1.4494713810256155;-0.07108310981026188|-1.8900266317655126;-4.2621861955293525;-2.985730315056982;-1.575029736644901;2.732589772233921;0.8299862172110722;0.2780397589852534;-4.1812114271482566;2.2336450216518826;-3.9529123972138684|2.699465206289641;4.996302324796393;2.40848844044414;-0.686500692178936;2.218971554580082;-1.8933641240278742;0.12373535790762819;3.8595204285121203;-0.1416089394828706;-4.709645364800946|2.596930737300566;0.19219066484282726;-2.513216766799785;4.735607350840415;-0.26336246883504144;-4.751691815977635;-0.7932661619482294;3.448529761982414;2.48908579671456;1.7585522293131848|4.799395611126197;1.778330478000854;0.7966784055941213;-3.9986289626061646;-2.624570202943886;-3.030898893687057;2.564185737357927;0.6262984605040488;-1.8387025406910977;3.7960253739309655|4.445839057919154;-3.7131596874769763;4.691837016800579;1.0328167985717485;-4.031962776796924;3.8305770299502946;0.23122380694435785;2.3925081369659034;1.0634176901269765;-1.0323851491315963|3.8721900413097856;-1.3965990703164852;-3.6799105573563202;-0.025449371836247625;3.673037361577158;-2.6512738710626333;3.610996948704937;4.669222667141079;-0.3335978591540647;1.0353021437036989
