% function evaluation | noise-free fitness - Fopt (-1,694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4,512981893e+01 +4,512981893e+01 +2,818981893e+01 +2,818981893e+01 +3,4088e+00 +2,6070e+00 -4,6522e+00 +8,6640e-01 -1,2976e+00 -3,5427e+00 -4,4157e+00 +3,8550e+00 -3,6027e+00 -1,4562e+00
5 +2,571252217e+01 +2,571252217e+01 +8,772522167e+00 +8,772522167e+00 +2,1408e+00 -3,6729e+00 -1,8559e+00 +1,4466e+00 +5,0101e-01 -3,5516e+00 +2,1928e+00 -8,1787e-01 -4,3791e+00 -4,1891e+00
12 +1,354407768e+01 +1,354407768e+01 -3,395922319e+00 -3,395922319e+00 +3,6300e+00 +4,6710e+00 -3,4668e+00 -2,8970e+00 +2,2828e+00 -2,5761e+00 +5,4464e-01 -1,7308e-01 -3,2000e+00 +1,7539e+00
218 +8,914207172e+00 +8,914207172e+00 -8,025792828e+00 -8,025792828e+00 +2,1547e+00 +3,1440e+00 -1,8557e+00 +1,4442e+00 +5,0248e-01 -3,5534e+00 +4,1811e+00 -8,2104e-01 -1,6867e+00 -4,1863e+00
937 +6,288383278e+00 +6,288383278e+00 -1,065161672e+01 -1,065161672e+01 +4,9705e+00 +3,5286e+00 +1,6643e+00 +1,6617e+00 -8,0884e-01 -7,8480e-01 +3,3992e+00 -2,1118e-01 -1,7785e-02 -4,9237e+00
1735 +3,862993599e+00 +3,862993599e+00 -1,307700640e+01 -1,307700640e+01 +2,3747e+00 +2,3057e+00 -3,0227e-01 +1,8589e+00 +3,4409e+00 -2,3928e+00 +3,7047e+00 -2,8648e+00 +1,6511e+00 -1,6395e+00
2545 +2,213571773e+00 +2,213571773e+00 -1,472642823e+01 -1,472642823e+01 +3,5456e+00 +2,8545e+00 -3,0241e-01 +1,5723e+00 +2,2963e+00 -2,3876e+00 +3,5481e+00 -2,2986e+00 +5,7503e-01 -2,2276e+00
3905 +1,104051638e+00 +1,104051638e+00 -1,583594836e+01 -1,583594836e+01 +3,7044e+00 +2,3165e+00 -2,0954e+00 +1,4793e+00 +1,4327e+00 -2,3919e+00 +2,9773e+00 -3,0817e+00 -8,7970e-01 -1,6873e+00
4538 +9,852746219e-01 +9,852746219e-01 -1,595472538e+01 -1,595472538e+01 +3,7392e+00 +2,2555e+00 -2,1213e+00 +1,4618e+00 +1,4411e+00 -2,3332e+00 +2,9645e+00 -2,1663e+00 -8,7597e-01 -1,6890e+00
6266 +5,792243875e-01 +5,792243875e-01 -1,636077561e+01 -1,636077561e+01 +3,6457e+00 +2,2939e+00 -2,3446e+00 +1,4378e+00 +1,5017e+00 -2,3508e+00 +3,4043e+00 -2,8355e+00 -8,8444e-01 -1,7514e+00
9429 +3,900992660e-01 +3,900992660e-01 -1,654990073e+01 -1,654990073e+01 +3,6370e+00 +2,3090e+00 -2,0877e+00 +1,5185e+00 +1,5076e+00 -2,2845e+00 +3,3965e+00 -2,6025e+00 -9,4093e-01 -1,8032e+00
12783 +2,404984831e-01 +2,404984831e-01 -1,669950152e+01 -1,669950152e+01 +3,7177e+00 +2,6049e+00 -2,4027e+00 +1,5017e+00 +1,5192e+00 -2,3353e+00 +3,3509e+00 -2,7771e+00 -8,7809e-01 -1,9437e+00
15523 +1,557629364e-01 +1,557629364e-01 -1,678423706e+01 -1,678423706e+01 +3,7392e+00 +2,6245e+00 -2,3731e+00 +1,4873e+00 +1,5501e+00 -2,2910e+00 +3,3570e+00 -2,7877e+00 -9,0870e-01 -1,9129e+00
30228 +9,972444469e-02 +9,972444469e-02 -1,684027556e+01 -1,684027556e+01 +3,7449e+00 +2,6225e+00 -2,3795e+00 +1,4994e+00 +1,5537e+00 -2,2885e+00 +3,3578e+00 -2,7898e+00 -9,0963e-01 -1,9048e+00
